time,mark,price,price_next,signal,desired_pos,position,turnover,cost,gross_ret,strategy_ret,equity,event
2021-01-25,open,1.21678,1.2143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-01-26,open,1.2143,1.21607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-01-27,open,1.21607,1.21089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-01-28,open,1.21089,1.21222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-01-29,open,1.21222,1.2129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-02-01,open,1.2129,1.2062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-02-02,open,1.2062,1.2044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-02-03,open,1.2044,1.20341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-02-04,open,1.20341,1.19646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-02-05,open,1.19646,1.20471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-02-08,open,1.20471,1.2052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-02-09,open,1.2052,1.21192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-02-10,open,1.21192,1.21191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-02-11,open,1.21191,1.21326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-02-12,open,1.21326,1.21242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-02-15,open,1.21242,1.21276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-02-16,open,1.21276,1.21028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-02-17,open,1.21028,1.2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-02-18,open,1.2045,1.20908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-02-19,open,1.20908,1.21223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-02-22,open,1.21223,1.21604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-02-23,open,1.21604,1.21491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-02-24,open,1.21491,1.21654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-02-25,open,1.21654,1.21827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-02-26,open,1.21827,1.20762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-03-01,open,1.20762,1.20503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-03-02,open,1.20503,1.20843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-03-03,open,1.20843,1.20636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-03-04,open,1.20636,1.19751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-03-05,open,1.19751,1.19199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-03-08,open,1.19199,1.18474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-03-09,open,1.18474,1.19023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-03-10,open,1.19023,1.19267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-03-11,open,1.19267,1.19835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-03-12,open,1.19835,1.19483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-03-15,open,1.19483,1.19247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-03-16,open,1.19247,1.19019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-03-17,open,1.19019,1.19784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-03-18,open,1.19784,1.19172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-03-19,open,1.19172,1.18847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-03-22,open,1.18847,1.19338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-03-23,open,1.19338,1.18473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-03-24,open,1.18473,1.18118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-03-25,open,1.18118,1.17735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-03-26,open,1.17735,1.17929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-03-29,open,1.17929,1.17665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-03-30,open,1.17665,1.17177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-03-31,open,1.17177,1.1728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-04-01,open,1.1728,1.17561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-04-05,open,1.17561,1.18135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-04-06,open,1.18135,1.18723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
2021-04-07,open,1.18723,1.18698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
